Date,Country_Region,Country_Code,Population,Total_Confirmed_Cases,Total_Fatalities,Total_Recovered_Cases,New_Confirmed_Cases,New_Fatalities,New_Recovered_Cases,Remaining_Confirmed_Cases
15/9/2020,Malaysia,MYS,31528585,9969,128,9209,23,0,6,632
15/9/2020,Philippines,PHL,106651922,269407,4663,207352,3519,33,-152,57392
15/9/2020,Singapore,SGP,5638676,57488,27,56884,34,0,82,577
15/9/2020,Thailand,THA,69428524,3480,58,3315,5,0,3,107
15/9/2020,Vietnam,VNM,95540395,1063,35,931,0,0,5,97
16/9/2020,Brunei,BRN,428962,145,3,139,0,0,0,3
16/9/2020,Cambodia,KHM,16249798,275,0,274,0,0,0,1
16/9/2020,Indonesia,IDN,267663435,228993,9100,164101,3963,135,3036,55792
16/9/2020,Malaysia,MYS,31528585,10031,128,9235,62,0,26,668
16/9/2020,Philippines,PHL,106651922,272934,4732,207858,3527,69,506,60344
16/9/2020,Singapore,SGP,5638676,57514,27,56955,26,0,71,532
16/9/2020,Thailand,THA,69428524,3490,58,3316,10,0,1,116
16/9/2020,Vietnam,VNM,95540395,1063,35,936,0,0,5,92
17/9/2020,Brunei,BRN,428962,145,3,141,0,0,2,1
17/9/2020,Cambodia,KHM,16249798,275,0,274,0,0,0,1
17/9/2020,Indonesia,IDN,267663435,232628,9222,166686,3635,122,2585,56720
17/9/2020,Malaysia,MYS,31528585,10052,128,9250,21,0,15,674
17/9/2020,Philippines,PHL,106651922,276289,4785,208096,3355,53,238,63408
17/9/2020,Singapore,SGP,5638676,57532,27,57039,18,0,84,466
17/9/2020,Thailand,THA,69428524,3490,58,3325,0,0,9,107
17/9/2020,Vietnam,VNM,95540395,1066,35,940,3,0,4,91
18/9/2020,Brunei,BRN,428962,145,3,141,0,0,0,1
18/9/2020,Cambodia,KHM,16249798,275,0,274,0,0,0,1
18/9/2020,Indonesia,IDN,267663435,236519,9336,170774,3891,114,4088,56409
18/9/2020,Malaysia,MYS,31528585,10147,129,9264,95,1,14,754
18/9/2020,Philippines,PHL,106651922,279526,4830,208790,3237,45,694,65906
18/9/2020,Singapore,SGP,5638676,57543,27,57071,11,0,32,445
18/9/2020,Thailand,THA,69428524,3497,58,3328,7,0,3,111
18/9/2020,Vietnam,VNM,95540395,1068,35,941,2,0,1,92
19/9/2020,Brunei,BRN,428962,145,3,142,0,0,1,0
19/9/2020,Cambodia,KHM,16249798,275,0,274,0,0,0,1
19/9/2020,Indonesia,IDN,267663435,240687,9448,174350,4168,112,3576,56889
19/9/2020,Malaysia,MYS,31528585,10167,130,9315,20,1,51,722
19/9/2020,Philippines,PHL,106651922,283460,4930,209885,3934,100,1095,68645
19/9/2020,Singapore,SGP,5638676,57558,27,57142,15,0,71,389
19/9/2020,Thailand,THA,69428524,3500,59,3338,3,1,10,103
19/9/2020,Vietnam,VNM,95540395,1068,35,942,0,0,1,91
20/9/2020,Brunei,BRN,428962,145,3,142,0,0,0,0
20/9/2020,Cambodia,KHM,16249798,275,0,274,0,0,0,1
20/9/2020,Indonesia,IDN,267663435,244676,9553,177327,3989,105,2977,57796
20/9/2020,Malaysia,MYS,31528585,10219,130,9355,52,0,40,734
20/9/2020,Philippines,PHL,106651922,286743,4984,229865,3283,54,19980,51894
20/9/2020,Singapore,SGP,5638676,57576,27,57181,18,0,39,368
20/9/2020,Thailand,THA,69428524,3506,59,3342,6,0,4,105
20/9/2020,Vietnam,VNM,95540395,1068,35,942,0,0,0,91
21/9/2020,Brunei,BRN,428962,145,3,142,0,0,0,0
21/9/2020,Cambodia,KHM,16249798,275,0,274,0,0,0,1
21/9/2020,Indonesia,IDN,267663435,248852,9677,180797,4176,124,3470,58378
21/9/2020,Malaysia,MYS,31528585,10276,130,9395,57,0,40,751
21/9/2020,Philippines,PHL,106651922,290190,4999,230233,3447,15,368,54958
21/9/2020,Singapore,SGP,5638676,57606,27,57241,30,0,60,338
21/9/2020,Thailand,THA,69428524,3511,59,3343,5,0,1,109
21/9/2020,Vietnam,VNM,95540395,1068,35,947,0,0,5,86
22/9/2020,Brunei,BRN,428962,145,3,142,0,0,0,0
22/9/2020,Cambodia,KHM,16249798,275,0,274,0,0,0,1
22/9/2020,Indonesia,IDN,267663435,252923,9837,184298,4071,160,3501,58788
22/9/2020,Malaysia,MYS,31528585,10358,130,9563,82,0,168,665
22/9/2020,Philippines,PHL,106651922,291789,5049,230643,1599,50,410,56097
22/9/2020,Singapore,SGP,5638676,57627,27,57262,21,0,21,338
22/9/2020,Thailand,THA,69428524,3514,59,3345,3,0,2,110
22/9/2020,Vietnam,VNM,95540395,1068,35,957,0,0,10,76
23/9/2020,Brunei,BRN,428962,145,3,142,0,0,0,0
23/9/2020,Cambodia,KHM,16249798,275,0,274,0,0,0,1
23/9/2020,Indonesia,IDN,267663435,257388,9977,187958,4465,140,3660,59453
23/9/2020,Malaysia,MYS,31528585,10505,133,9602,147,3,39,770
23/9/2020,Philippines,PHL,106651922,294591,5091,231373,2802,42,730,58127
23/9/2020,Singapore,SGP,5638676,57639,27,57291,12,0,29,321
23/9/2020,Thailand,THA,69428524,3516,59,3353,2,0,8,104
23/9/2020,Vietnam,VNM,95540395,1069,35,991,1,0,34,43
24/9/2020,Brunei,BRN,428962,146,3,142,1,0,0,1
24/9/2020,Cambodia,KHM,16249798,275,0,274,0,0,0,1
24/9/2020,Indonesia,IDN,267663435,262022,10105,191853,4634,128,3895,60064
24/9/2020,Malaysia,MYS,31528585,10576,133,9666,71,0,64,777
24/9/2020,Philippines,PHL,106651922,296755,5127,231928,2164,36,555,59700
24/9/2020,Singapore,SGP,5638676,57654,27,57333,15,0,42,294
24/9/2020,Thailand,THA,69428524,3519,59,3360,3,0,7,100
24/9/2020,Vietnam,VNM,95540395,1069,35,991,0,0,0,43
25/9/2020,Brunei,BRN,428962,146,3,142,0,0,0,1
25/9/2020,Cambodia,KHM,16249798,275,0,274,0,0,0,1
25/9/2020,Indonesia,IDN,267663435,266845,10218,196196,4823,113,4343,60431
25/9/2020,Malaysia,MYS,31528585,10687,133,9696,111,0,30,858
25/9/2020,Philippines,PHL,106651922,299361,5196,232399,2606,69,471,61766
25/9/2020,Singapore,SGP,5638676,57665,27,57341,11,0,8,297
25/9/2020,Thailand,THA,69428524,3522,59,3362,3,0,2,101
25/9/2020,Vietnam,VNM,95540395,1069,35,999,0,0,8,35
26/9/2020,Brunei,BRN,428962,146,3,142,0,0,0,1
26/9/2020,Cambodia,KHM,16249798,276,0,274,1,0,0,2
26/9/2020,Indonesia,IDN,267663435,271339,10308,199403,4494,90,3207,61628
26/9/2020,Malaysia,MYS,31528585,10769,133,9785,82,0,89,851
26/9/2020,Philippines,PHL,106651922,301256,5284,232906,1895,88,507,63066
26/9/2020,Singapore,SGP,5638676,57685,27,57359,20,0,18,299
26/9/2020,Thailand,THA,69428524,3523,59,3367,1,0,5,97
26/9/2020,Vietnam,VNM,95540395,1069,35,999,0,0,0,35
27/9/2020,Brunei,BRN,428962,146,3,142,0,0,0,1
27/9/2020,Cambodia,KHM,16249798,276,0,275,0,0,1,1
27/9/2020,Indonesia,IDN,267663435,275213,10386,203014,3874,78,3611,61813
27/9/2020,Malaysia,MYS,31528585,10919,134,9835,150,1,50,950
27/9/2020,Philippines,PHL,106651922,304226,5344,252510,2970,60,19604,46372
27/9/2020,Singapore,SGP,5638676,57700,27,57367,15,0,8,306
27/9/2020,Thailand,THA,69428524,3545,59,3369,22,0,2,117
27/9/2020,Vietnam,VNM,95540395,1074,35,999,5,0,0,40
28/9/2020,Brunei,BRN,428962,146,3,142,0,0,0,1
28/9/2020,Cambodia,KHM,16249798,277,0,275,1,0,0,2
28/9/2020,Indonesia,IDN,267663435,278722,10473,206870,3509,87,3856,61379
28/9/2020,Malaysia,MYS,31528585,11034,134,9889,115,0,54,1011
28/9/2020,Philippines,PHL,106651922,307288,5381,252665,3062,37,155,49242
28/9/2020,Singapore,SGP,5638676,57715,27,57393,15,0,26,295
28/9/2020,Thailand,THA,69428524,3559,59,3370,14,0,1,130
28/9/2020,Vietnam,VNM,95540395,1077,35,999,3,0,0,43
29/9/2020,Brunei,BRN,428962,146,3,142,0,0,0,1
29/9/2020,Cambodia,KHM,16249798,277,0,275,0,0,0,2
29/9/2020,Indonesia,IDN,267663435,282724,10601,210437,4002,128,3567,61686
29/9/2020,Malaysia,MYS,31528585,11135,134,9939,101,0,50,1062
29/9/2020,Philippines,PHL,106651922,309303,5448,252930,2015,67,265,50925
29/9/2020,Singapore,SGP,5638676,57742,27,57466,27,0,73,249
29/9/2020,Thailand,THA,69428524,3564,59,3374,5,0,4,131
29/9/2020,Vietnam,VNM,95540395,1094,35,1007,17,0,8,52
30/9/2020,Brunei,BRN,428962,146,3,142,0,0,0,1
30/9/2020,Cambodia,KHM,16249798,277,0,275,0,0,0,2
30/9/2020,Indonesia,IDN,267663435,287008,10740,214947,4284,139,4510,61321
30/9/2020,Malaysia,MYS,31528585,11224,136,9967,89,2,28,1121
30/9/2020,Philippines,PHL,106651922,311694,5504,253488,2391,56,558,52702
30/9/2020,Singapore,SGP,5638676,57765,27,57488,23,0,22,250
30/9/2020,Thailand,THA,69428524,3569,59,3379,5,0,5,131
30/9/2020,Vietnam,VNM,95540395,1094,35,1010,0,0,3,49
1/10/2020,Brunei,BRN,428962,146,3,142,0,0,0,1
1/10/2020,Cambodia,KHM,16249798,278,0,275,1,0,0,3
1/10/2020,Indonesia,IDN,267663435,291182,10856,218487,4174,116,3540,61839
1/10/2020,Malaysia,MYS,31528585,11484,136,10014,260,0,47,1334
1/10/2020,Philippines,PHL,106651922,314079,5562,254223,2385,58,735,54294
1/10/2020,Singapore,SGP,5638676,57784,27,57512,19,0,24,245
1/10/2020,Thailand,THA,69428524,3575,59,3384,6,0,5,132
1/10/2020,Vietnam,VNM,95540395,1095,35,1010,1,0,0,50
2/10/2020,Brunei,BRN,428962,146,3,142,0,0,0,1
2/10/2020,Cambodia,KHM,16249798,278,0,275,0,0,0,3
2/10/2020,Indonesia,IDN,267663435,295499,10972,221340,4317,116,2853,63187
2/10/2020,Malaysia,MYS,31528585,11771,136,10095,287,0,81,1540
2/10/2020,Philippines,PHL,106651922,316678,5616,254617,2599,54,394,56445
2/10/2020,Singapore,SGP,5638676,57794,27,57534,10,0,22,233
2/10/2020,Thailand,THA,69428524,3583,59,3386,8,0,2,138
2/10/2020,Vietnam,VNM,95540395,1096,35,1020,1,0,10,41
3/10/2020,Brunei,BRN,428962,146,3,142,0,0,0,1
3/10/2020,Cambodia,KHM,16249798,278,0,275,0,0,0,3
3/10/2020,Indonesia,IDN,267663435,299506,11055,225052,4007,83,3712,63399
3/10/2020,Malaysia,MYS,31528585,12088,137,10216,317,1,121,1735
3/10/2020,Philippines,PHL,106651922,319330,5678,255046,2652,62,429,58606
3/10/2020,Singapore,SGP,5638676,57800,27,57562,6,0,28,211
3/10/2020,Thailand,THA,69428524,3585,59,3388,2,0,2,138
3/10/2020,Vietnam,VNM,95540395,1096,35,1020,0,0,0,41
4/10/2020,Brunei,BRN,428962,146,3,142,0,0,0,1
4/10/2020,Cambodia,KHM,16249798,278,0,275,0,0,0,3
4/10/2020,Indonesia,IDN,267663435,303498,11151,228453,3992,96,3401,63894
4/10/2020,Malaysia,MYS,31528585,12381,137,10283,293,0,67,1961
4/10/2020,Philippines,PHL,106651922,322497,5776,273079,3167,98,18033,43642
4/10/2020,Singapore,SGP,5638676,57812,27,57575,12,0,13,210
4/10/2020,Thailand,THA,69428524,3590,59,3390,5,0,2,141
4/10/2020,Vietnam,VNM,95540395,1096,35,1020,0,0,0,41
5/10/2020,Brunei,BRN,428962,146,3,142,0,0,0,1
5/10/2020,Cambodia,KHM,16249798,280,0,276,2,0,1,4
5/10/2020,Indonesia,IDN,267663435,307120,11253,232593,3622,102,4140,63274
5/10/2020,Malaysia,MYS,31528585,12813,137,10340,432,0,57,2336
5/10/2020,Philippines,PHL,106651922,324762,5840,273123,2265,64,44,45799
5/10/2020,Singapore,SGP,5638676,57819,27,57597,7,0,22,195
5/10/2020,Thailand,THA,69428524,3600,59,3390,10,0,0,151
5/10/2020,Vietnam,VNM,95540395,1097,35,1022,1,0,2,40
6/10/2020,Brunei,BRN,428962,146,3,143,0,0,1,0
6/10/2020,Cambodia,KHM,16249798,280,0,276,0,0,0,4
6/10/2020,Indonesia,IDN,267663435,311176,11374,236437,4056,121,3844,63365
6/10/2020,Malaysia,MYS,31528585,13504,141,10427,691,4,87,2936
6/10/2020,Philippines,PHL,106651922,326833,5865,273313,2071,25,190,47655
6/10/2020,Singapore,SGP,5638676,57830,27,57612,11,0,15,191
6/10/2020,Thailand,THA,69428524,3615,59,3391,15,0,1,165
6/10/2020,Vietnam,VNM,95540395,1098,35,1023,1,0,1,40
7/10/2020,Brunei,BRN,428962,146,3,143,0,0,0,0
7/10/2020,Cambodia,KHM,16249798,281,0,276,1,0,0,5
7/10/2020,Indonesia,IDN,267663435,315714,11472,240291,4538,98,3854,63951
7/10/2020,Malaysia,MYS,31528585,13993,141,10501,489,0,74,3351
7/10/2020,Philippines,PHL,106651922,329637,5925,273723,2804,60,410,49989
7/10/2020,Singapore,SGP,5638676,57840,27,57624,10,0,12,189
7/10/2020,Thailand,THA,69428524,3622,59,3439,7,0,48,124
7/10/2020,Vietnam,VNM,95540395,1099,35,1023,1,0,0,41
8/10/2020,Brunei,BRN,428962,146,3,143,0,0,0,0
8/10/2020,Cambodia,KHM,16249798,281,0,276,0,0,0,5
8/10/2020,Indonesia,IDN,267663435,320564,11580,244060,4850,108,3769,64924
8/10/2020,Malaysia,MYS,31528585,14368,146,10519,375,5,18,3703
8/10/2020,Philippines,PHL,106651922,331869,6069,274318,2232,144,595,51482
8/10/2020,Singapore,SGP,5638676,57849,27,57668,9,0,44,154
8/10/2020,Thailand,THA,69428524,3628,59,3441,6,0,2,128
8/10/2020,Vietnam,VNM,95540395,1100,35,1023,1,0,0,42
9/10/2020,Brunei,BRN,428962,146,3,143,0,0,0,0
9/10/2020,Cambodia,KHM,16249798,283,0,277,2,0,1,6
9/10/2020,Indonesia,IDN,267663435,324658,11677,247667,4094,97,3607,65314
9/10/2020,Malaysia,MYS,31528585,14722,152,10707,354,6,188,3863
9/10/2020,Philippines,PHL,106651922,334770,6152,275307,2901,83,989,53311
9/10/2020,Singapore,SGP,5638676,57859,27,57675,10,0,7,157
9/10/2020,Thailand,THA,69428524,3634,59,3445,6,0,4,130
9/10/2020,Vietnam,VNM,95540395,1105,35,1024,5,0,1,46
10/10/2020,Brunei,BRN,428962,146,3,143,0,0,0,0
10/10/2020,Cambodia,KHM,16249798,283,0,277,0,0,0,6
10/10/2020,Indonesia,IDN,267663435,328952,11765,251481,4294,88,3814,65706
10/10/2020,Malaysia,MYS,31528585,15096,155,10780,374,3,73,4161
10/10/2020,Philippines,PHL,106651922,336926,6238,276094,2156,86,787,54594
10/10/2020,Singapore,SGP,5638676,57866,27,57698,7,0,23,141
10/10/2020,Thailand,THA,69428524,3636,59,3445,2,0,0,132
10/10/2020,Vietnam,VNM,95540395,1107,35,1024,2,0,0,48
11/10/2020,Brunei,BRN,428962,146,3,143,0,0,0,0
11/10/2020,Cambodia,KHM,16249798,283,0,278,0,0,1,5
11/10/2020,Indonesia,IDN,267663435,333449,11844,255027,4497,79,3546,66578
11/10/2020,Malaysia,MYS,31528585,15657,157,10913,561,2,133,4587
11/10/2020,Philippines,PHL,106651922,339341,6321,293075,2415,83,16981,39945
11/10/2020,Singapore,SGP,5638676,57876,27,57705,10,0,7,144
11/10/2020,Thailand,THA,69428524,3641,59,3454,5,0,9,128
11/10/2020,Vietnam,VNM,95540395,1109,35,1024,2,0,0,50
12/10/2020,Brunei,BRN,428962,146,3,143,0,0,0,0
12/10/2020,Cambodia,KHM,16249798,283,0,278,0,0,0,5
12/10/2020,Indonesia,IDN,267663435,336716,11935,258519,3267,91,3492,66262
12/10/2020,Malaysia,MYS,31528585,16220,159,11022,563,2,109,5039
12/10/2020,Philippines,PHL,106651922,342816,6332,293152,3475,11,77,43332
12/10/2020,Singapore,SGP,5638676,57880,28,57728,4,1,23,124
12/10/2020,Thailand,THA,69428524,3643,59,3457,2,0,3,127
12/10/2020,Vietnam,VNM,95540395,1110,35,1025,1,0,1,50
13/10/2020,Brunei,BRN,428962,146,3,143,0,0,0,0
13/10/2020,Cambodia,KHM,16249798,283,0,278,0,0,0,5
13/10/2020,Indonesia,IDN,267663435,340622,12027,263296,3906,92,4777,65299
13/10/2020,Malaysia,MYS,31528585,16880,163,11372,660,4,350,5345
13/10/2020,Philippines,PHL,106651922,344713,6372,293383,1897,40,231,44958
13/10/2020,Singapore,SGP,5638676,57884,28,57740,4,0,12,116
13/10/2020,Thailand,THA,69428524,3652,59,3457,9,0,0,136
13/10/2020,Vietnam,VNM,95540395,1113,35,1025,3,0,0,53
14/10/2020,Brunei,BRN,428962,147,3,143,1,0,0,1
14/10/2020,Cambodia,KHM,16249798,283,0,278,0,0,0,5
14/10/2020,Indonesia,IDN,267663435,344749,12156,267851,4127,129,4555,64742
14/10/2020,Malaysia,MYS,31528585,17540,167,11605,660,4,233,5768
14/10/2020,Philippines,PHL,106651922,346536,6449,293860,1823,77,477,46227
14/10/2020,Singapore,SGP,5638676,57889,28,57752,5,0,12,109
14/10/2020,Thailand,THA,69428524,3665,59,3463,13,0,6,143
14/10/2020,Vietnam,VNM,95540395,1122,35,1029,9,0,4,58
15/10/2020,Brunei,BRN,428962,147,3,143,0,0,0,1
15/10/2020,Cambodia,KHM,16249798,283,0,278,0,0,0,5
15/10/2020,Indonesia,IDN,267663435,349160,12268,273661,4411,112,5810,63231
15/10/2020,Malaysia,MYS,31528585,18129,170,12014,589,3,409,5945
15/10/2020,Philippines,PHL,106651922,348698,6497,294161,2162,48,301,48040
15/10/2020,Singapore,SGP,5638676,57892,28,57764,3,0,12,100
15/10/2020,Thailand,THA,69428524,3675,59,3474,10,0,11,142
15/10/2020,Vietnam,VNM,95540395,1124,35,1030,2,0,1,59
16/10/2020,Brunei,BRN,428962,147,3,143,0,0,0,1
16/10/2020,Cambodia,KHM,16249798,283,0,280,0,0,2,3
16/10/2020,Indonesia,IDN,267663435,353461,12347,277544,4301,79,3883,63570
16/10/2020,Malaysia,MYS,31528585,18758,176,12259,629,6,245,6323
16/10/2020,Philippines,PHL,106651922,351750,6531,294865,3052,34,704,50354
16/10/2020,Singapore,SGP,5638676,57901,28,57784,9,0,20,89
16/10/2020,Thailand,THA,69428524,3686,59,3481,11,0,7,146
16/10/2020,Vietnam,VNM,95540395,1124,35,1031,0,0,1,58
17/10/2020,Brunei,BRN,428962,147,3,143,0,0,0,1
17/10/2020,Cambodia,KHM,16249798,283,0,280,0,0,0,3
17/10/2020,Indonesia,IDN,267663435,357762,12431,281592,4301,84,4048,63739
17/10/2020,Malaysia,MYS,31528585,19627,180,12561,869,4,302,6886
17/10/2020,Philippines,PHL,106651922,354338,6603,295312,2588,72,447,52423
17/10/2020,Singapore,SGP,5638676,57904,28,57798,3,0,14,78
17/10/2020,Thailand,THA,69428524,3679,59,3478,-7,0,-3,142
17/10/2020,Vietnam,VNM,95540395,1126,35,1031,2,0,0,60
18/10/2020,Brunei,BRN,428962,147,3,143,0,0,0,1
18/10/2020,Cambodia,KHM,16249798,283,0,280,0,0,0,3
18/10/2020,Indonesia,IDN,267663435,361867,12511,285324,4105,80,3732,64032
18/10/2020,Malaysia,MYS,31528585,20498,187,13262,871,7,701,7049
18/10/2020,Philippines,PHL,106651922,356618,6652,310158,2280,49,14846,39808
18/10/2020,Singapore,SGP,5638676,57911,28,57807,7,0,9,76
18/10/2020,Thailand,THA,69428524,3691,59,3488,12,0,10,144
18/10/2020,Vietnam,VNM,95540395,1134,35,1031,8,0,0,68
19/10/2020,Brunei,BRN,428962,147,3,143,0,0,0,1
19/10/2020,Cambodia,KHM,16249798,285,0,280,2,0,0,5
19/10/2020,Indonesia,IDN,267663435,365240,12617,289243,3373,106,3919,63380
19/10/2020,Malaysia,MYS,31528585,21363,190,13717,865,3,455,7456
19/10/2020,Philippines,PHL,106651922,359169,6675,310303,2551,23,145,42191
19/10/2020,Singapore,SGP,5638676,57915,28,57819,4,0,12,68
19/10/2020,Thailand,THA,69428524,3700,59,3491,9,0,3,150
19/10/2020,Vietnam,VNM,95540395,1140,35,1046,6,0,15,59
20/10/2020,Brunei,BRN,428962,147,3,143,0,0,0,1
20/10/2020,Cambodia,KHM,16249798,286,0,280,1,0,0,6
20/10/2020,Indonesia,IDN,267663435,368842,12734,293653,3602,117,4410,62455
20/10/2020,Malaysia,MYS,31528585,22225,193,14351,862,3,634,7681
20/10/2020,Philippines,PHL,106651922,360775,6690,310642,1606,15,339,43443
20/10/2020,Singapore,SGP,5638676,57921,28,57819,6,0,0,74
20/10/2020,Thailand,THA,69428524,3709,59,3495,9,0,4,155
20/10/2020,Vietnam,VNM,95540395,1141,35,1046,1,0,0,60
21/10/2020,Brunei,BRN,428962,147,3,143,0,0,0,1
21/10/2020,Cambodia,KHM,16249798,286,0,280,0,0,0,6
21/10/2020,Indonesia,IDN,267663435,373109,12857,297509,4267,123,3856,62743
21/10/2020,Malaysia,MYS,31528585,22957,199,14931,732,6,580,7827
21/10/2020,Philippines,PHL,106651922,362243,6747,311506,1468,57,864,43990
21/10/2020,Singapore,SGP,5638676,57933,28,57821,12,0,2,84
21/10/2020,Thailand,THA,69428524,3719,59,3514,10,0,19,146
21/10/2020,Vietnam,VNM,95540395,1144,35,1046,3,0,0,63
22/10/2020,Brunei,BRN,428962,148,3,143,1,0,0,2
22/10/2020,Cambodia,KHM,16249798,286,0,280,0,0,0,6
22/10/2020,Indonesia,IDN,267663435,377541,12959,301006,4432,102,3497,63576
22/10/2020,Malaysia,MYS,31528585,23804,204,15417,847,5,486,8183
22/10/2020,Philippines,PHL,106651922,363888,6783,312333,1645,36,827,44772
22/10/2020,Singapore,SGP,5638676,57941,28,57829,8,0,8,84
22/10/2020,Thailand,THA,69428524,3727,59,3518,8,0,4,150
22/10/2020,Vietnam,VNM,95540395,1148,35,1049,4,0,3,64
23/10/2020,Brunei,BRN,428962,148,3,143,0,0,0,2
23/10/2020,Cambodia,KHM,16249798,287,0,283,1,0,3,4
23/10/2020,Indonesia,IDN,267663435,381910,13077,305100,4369,118,4094,63733
23/10/2020,Malaysia,MYS,31528585,24514,214,15884,710,10,467,8416
23/10/2020,Philippines,PHL,106651922,365799,6915,312691,1911,132,358,46193
23/10/2020,Singapore,SGP,5638676,57951,28,57832,10,0,3,91
23/10/2020,Thailand,THA,69428524,3731,59,3529,4,0,11,143
23/10/2020,Vietnam,VNM,95540395,1148,35,1049,0,0,0,64
24/10/2020,Brunei,BRN,428962,148,3,143,0,0,0,2
24/10/2020,Cambodia,KHM,16249798,287,0,283,0,0,0,4
24/10/2020,Indonesia,IDN,267663435,385980,13205,309219,4070,128,4119,63556
24/10/2020,Malaysia,MYS,31528585,25742,221,16555,1228,7,671,8966
24/10/2020,Philippines,PHL,106651922,367819,6934,313112,2020,19,421,47773
24/10/2020,Singapore,SGP,5638676,57965,28,57844,14,0,12,93
24/10/2020,Thailand,THA,69428524,3736,59,3530,5,0,1,147
24/10/2020,Vietnam,VNM,95540395,1160,35,1051,12,0,2,74
25/10/2020,Brunei,BRN,428962,148,3,143,0,0,0,2
25/10/2020,Cambodia,KHM,16249798,287,0,283,0,0,0,4
25/10/2020,Indonesia,IDN,267663435,389712,13299,313764,3732,94,4545,62649
25/10/2020,Malaysia,MYS,31528585,26565,229,17134,823,8,579,9202
25/10/2020,Philippines,PHL,106651922,370028,6977,328036,2209,43,14924,35015
25/10/2020,Singapore,SGP,5638676,57970,28,57858,5,0,14,84
25/10/2020,Thailand,THA,69428524,3743,59,3543,7,0,13,141
25/10/2020,Vietnam,VNM,95540395,1168,35,1057,8,0,6,76
26/10/2020,Brunei,BRN,428962,148,3,143,0,0,0,2
26/10/2020,Cambodia,KHM,16249798,288,0,283,1,0,0,5
26/10/2020,Indonesia,IDN,267663435,392934,13411,317672,3222,112,3908,61851
26/10/2020,Malaysia,MYS,31528585,27805,236,17825,1240,7,691,9744
26/10/2020,Philippines,PHL,106651922,371630,7039,328258,1602,62,222,36333
26/10/2020,Singapore,SGP,5638676,57973,28,57879,3,0,21,66
26/10/2020,Thailand,THA,69428524,3746,59,3551,3,0,8,136
26/10/2020,Vietnam,VNM,95540395,1169,35,1061,1,0,4,73
27/10/2020,Brunei,BRN,428962,148,3,143,0,0,0,2
27/10/2020,Cambodia,KHM,16249798,290,0,283,2,0,0,7
27/10/2020,Indonesia,IDN,267663435,396454,13512,322248,3520,101,4576,60694
27/10/2020,Malaysia,MYS,31528585,28640,238,18499,835,2,674,9903
27/10/2020,Philippines,PHL,106651922,373144,7053,328602,1514,14,344,37489
27/10/2020,Singapore,SGP,5638676,57980,28,57883,7,0,4,69
27/10/2020,Thailand,THA,69428524,3759,59,3561,13,0,10,139
27/10/2020,Vietnam,VNM,95540395,1172,35,1062,3,0,1,75
28/10/2020,Brunei,BRN,428962,148,3,143,0,0,0,2
28/10/2020,Cambodia,KHM,16249798,290,0,283,0,0,0,7
28/10/2020,Indonesia,IDN,267663435,400483,13612,325793,4029,100,3545,61078
28/10/2020,Malaysia,MYS,31528585,29441,246,19072,801,8,573,10123
28/10/2020,Philippines,PHL,106651922,375180,7114,329111,2036,61,509,38955
28/10/2020,Singapore,SGP,5638676,57987,28,57890,7,0,7,69
28/10/2020,Thailand,THA,69428524,3763,59,3570,4,0,9,134
28/10/2020,Vietnam,VNM,95540395,1173,35,1062,1,0,0,76
29/10/2020,Brunei,BRN,428962,148,3,143,0,0,0,2
29/10/2020,Cambodia,KHM,16249798,291,0,283,1,0,0,8
29/10/2020,Indonesia,IDN,267663435,404048,13701,329778,3565,89,3985,60569
29/10/2020,Malaysia,MYS,31528585,30090,246,19757,649,0,685,10087
29/10/2020,Philippines,PHL,106651922,376935,7147,329848,1755,33,737,39940
29/10/2020,Singapore,SGP,5638676,57994,28,57899,7,0,9,67
29/10/2020,Thailand,THA,69428524,3775,59,3585,12,0,15,131
29/10/2020,Vietnam,VNM,95540395,1177,35,1062,4,0,0,80
30/10/2020,Brunei,BRN,428962,148,3,143,0,0,0,2
30/10/2020,Cambodia,KHM,16249798,291,0,283,0,0,0,8
30/10/2020,Indonesia,IDN,267663435,406945,13782,334295,2897,81,4517,58868
30/10/2020,Malaysia,MYS,31528585,30889,249,20248,799,3,491,10392
30/10/2020,Philippines,PHL,106651922,378933,7185,330457,1998,38,609,41291
30/10/2020,Singapore,SGP,5638676,58003,28,57909,9,0,10,66
30/10/2020,Thailand,THA,69428524,3780,59,3590,5,0,5,131
30/10/2020,Vietnam,VNM,95540395,1177,35,1062,0,0,0,80
31/10/2020,Brunei,BRN,428962,148,3,143,0,0,0,2
31/10/2020,Cambodia,KHM,16249798,291,0,283,0,0,0,8
31/10/2020,Indonesia,IDN,267663435,410088,13869,337801,3143,87,3506,58418
31/10/2020,Malaysia,MYS,31528585,31548,249,21248,659,0,1000,10051
31/10/2020,Philippines,PHL,106651922,380729,7221,331046,1796,36,589,42462
31/10/2020,Singapore,SGP,5638676,58015,28,57913,12,0,4,74
31/10/2020,Thailand,THA,69428524,3784,59,3592,4,0,2,133
31/10/2020,Vietnam,VNM,95540395,1180,35,1062,3,0,0,83
1/11/2020,Brunei,BRN,428962,148,3,143,0,0,0,2
1/11/2020,Cambodia,KHM,16249798,292,0,283,1,0,0,9
1/11/2020,Indonesia,IDN,267663435,412784,13943,341942,2696,74,4141,56899
1/11/2020,Malaysia,MYS,31528585,32505,249,22220,957,0,972,10036
1/11/2020,Philippines,PHL,106651922,383113,7238,348760,2384,17,17714,27115
