Date,Country_Region,Country_Code,Population,Total_Confirmed_Cases,Total_Fatalities,Total_Recovered_Cases,New_Confirmed_Cases,New_Fatalities,New_Recovered_Cases,Remaining_Confirmed_Cases
29/2/2020,Singapore,SGP,5638676,102,0,72,9,0,10,30
1/3/2020,Singapore,SGP,5638676,106,0,72,4,0,0,34
2/3/2020,Singapore,SGP,5638676,108,0,78,2,0,6,30
3/3/2020,Singapore,SGP,5638676,110,0,78,2,0,0,32
4/3/2020,Singapore,SGP,5638676,110,0,78,0,0,0,32
5/3/2020,Singapore,SGP,5638676,117,0,78,7,0,0,39
6/3/2020,Singapore,SGP,5638676,130,0,78,13,0,0,52
7/3/2020,Singapore,SGP,5638676,138,0,78,8,0,0,60
8/3/2020,Singapore,SGP,5638676,150,0,78,12,0,0,72
9/3/2020,Malaysia,MYS,31528585,117,0,24,18,0,0,93
9/3/2020,Singapore,SGP,5638676,150,0,78,0,0,0,72
10/3/2020,Malaysia,MYS,31528585,129,0,24,12,0,0,105
10/3/2020,Singapore,SGP,5638676,160,0,78,10,0,0,82
11/3/2020,Malaysia,MYS,31528585,149,0,26,20,0,2,123
11/3/2020,Singapore,SGP,5638676,178,0,96,18,0,18,82
12/3/2020,Malaysia,MYS,31528585,149,0,26,0,0,0,123
12/3/2020,Singapore,SGP,5638676,178,0,96,0,0,0,82
13/3/2020,Malaysia,MYS,31528585,197,0,26,48,0,0,171
13/3/2020,Singapore,SGP,5638676,200,0,97,22,0,1,103
14/3/2020,Malaysia,MYS,31528585,238,0,35,41,0,9,203
14/3/2020,Philippines,PHL,106651922,111,8,2,47,3,0,101
14/3/2020,Singapore,SGP,5638676,212,0,105,12,0,8,107
15/3/2020,Indonesia,IDN,267663435,117,5,8,21,0,0,104
15/3/2020,Malaysia,MYS,31528585,428,0,42,190,0,7,386
15/3/2020,Philippines,PHL,106651922,140,11,2,29,3,0,127
15/3/2020,Singapore,SGP,5638676,226,0,105,14,0,0,121
15/3/2020,Thailand,THA,69428524,114,1,37,32,0,2,76
16/3/2020,Indonesia,IDN,267663435,134,5,8,17,0,0,121
16/3/2020,Malaysia,MYS,31528585,566,0,42,138,0,0,524
16/3/2020,Philippines,PHL,106651922,142,12,2,2,1,0,128
16/3/2020,Singapore,SGP,5638676,243,0,109,17,0,4,134
16/3/2020,Thailand,THA,69428524,147,1,38,33,0,1,108
17/3/2020,Indonesia,IDN,267663435,172,5,8,38,0,0,159
17/3/2020,Malaysia,MYS,31528585,673,2,49,107,2,7,622
17/3/2020,Philippines,PHL,106651922,187,12,5,45,0,3,170
17/3/2020,Singapore,SGP,5638676,266,0,114,23,0,5,152
17/3/2020,Thailand,THA,69428524,177,1,41,30,0,3,135
18/3/2020,Indonesia,IDN,267663435,227,19,11,55,14,3,197
18/3/2020,Malaysia,MYS,31528585,790,2,60,117,0,11,728
18/3/2020,Philippines,PHL,106651922,202,19,5,15,7,0,178
18/3/2020,Singapore,SGP,5638676,313,0,114,47,0,0,199
18/3/2020,Thailand,THA,69428524,212,1,42,35,0,1,169
19/3/2020,Indonesia,IDN,267663435,311,25,11,84,6,0,275
19/3/2020,Malaysia,MYS,31528585,900,2,75,110,0,15,823
19/3/2020,Philippines,PHL,106651922,217,17,8,15,-2,3,192
19/3/2020,Singapore,SGP,5638676,345,0,114,32,0,0,231
19/3/2020,Thailand,THA,69428524,272,1,42,60,0,0,229
20/3/2020,Indonesia,IDN,267663435,369,32,15,58,7,4,322
20/3/2020,Malaysia,MYS,31528585,1030,3,87,130,1,12,940
20/3/2020,Philippines,PHL,106651922,230,18,8,13,1,0,204
20/3/2020,Singapore,SGP,5638676,385,0,124,40,0,10,261
20/3/2020,Thailand,THA,69428524,322,1,43,50,0,1,278
21/3/2020,Indonesia,IDN,267663435,450,38,15,81,6,0,397
21/3/2020,Malaysia,MYS,31528585,1183,4,114,153,1,27,1065
21/3/2020,Philippines,PHL,106651922,307,19,13,77,1,5,275
21/3/2020,Singapore,SGP,5638676,432,2,140,47,2,16,290
21/3/2020,Thailand,THA,69428524,411,1,44,89,0,1,366
22/3/2020,Indonesia,IDN,267663435,514,48,29,64,10,14,437
22/3/2020,Malaysia,MYS,31528585,1306,10,139,123,6,25,1157
22/3/2020,Philippines,PHL,106651922,380,25,17,73,6,4,338
22/3/2020,Singapore,SGP,5638676,455,2,144,23,0,4,309
22/3/2020,Thailand,THA,69428524,599,1,45,188,0,1,553
22/3/2020,Vietnam,VNM,95540395,113,0,17,19,0,0,96
23/3/2020,Indonesia,IDN,267663435,579,49,29,65,1,0,501
23/3/2020,Malaysia,MYS,31528585,1518,14,139,212,4,0,1365
23/3/2020,Philippines,PHL,106651922,462,33,17,82,8,0,412
23/3/2020,Singapore,SGP,5638676,509,2,144,54,0,0,363
23/3/2020,Thailand,THA,69428524,721,1,44,122,0,-1,676
23/3/2020,Vietnam,VNM,95540395,123,0,17,10,0,0,106
24/3/2020,Brunei,BRN,428962,104,0,2,13,0,0,102
24/3/2020,Indonesia,IDN,267663435,686,55,30,107,6,1,601
24/3/2020,Malaysia,MYS,31528585,1624,16,183,106,2,44,1425
24/3/2020,Philippines,PHL,106651922,552,35,20,90,2,3,497
24/3/2020,Singapore,SGP,5638676,558,2,156,49,0,12,400
24/3/2020,Thailand,THA,69428524,827,4,57,106,3,13,766
24/3/2020,Vietnam,VNM,95540395,134,0,17,11,0,0,117
25/3/2020,Brunei,BRN,428962,109,0,2,5,0,0,107
25/3/2020,Indonesia,IDN,267663435,790,58,31,104,3,1,701
25/3/2020,Malaysia,MYS,31528585,1796,20,199,172,4,16,1577
25/3/2020,Philippines,PHL,106651922,636,38,26,84,3,6,572
25/3/2020,Singapore,SGP,5638676,631,2,160,73,0,4,469
25/3/2020,Thailand,THA,69428524,934,4,70,107,0,13,860
25/3/2020,Vietnam,VNM,95540395,141,0,17,7,0,0,124
26/3/2020,Brunei,BRN,428962,114,0,5,5,0,3,109
26/3/2020,Indonesia,IDN,267663435,893,78,35,103,20,4,780
26/3/2020,Malaysia,MYS,31528585,2031,23,215,235,3,16,1793
26/3/2020,Philippines,PHL,106651922,707,45,28,71,7,2,634
26/3/2020,Singapore,SGP,5638676,683,2,172,52,0,12,509
26/3/2020,Thailand,THA,69428524,1045,4,88,111,0,18,953
26/3/2020,Vietnam,VNM,95540395,153,0,20,12,0,3,133
27/3/2020,Brunei,BRN,428962,115,0,11,1,0,6,104
27/3/2020,Indonesia,IDN,267663435,1046,87,46,153,9,11,913
27/3/2020,Malaysia,MYS,31528585,2161,26,259,130,3,44,1876
27/3/2020,Philippines,PHL,106651922,803,54,31,96,9,3,718
27/3/2020,Singapore,SGP,5638676,732,2,183,49,0,11,547
27/3/2020,Thailand,THA,69428524,1136,5,97,91,1,9,1034
27/3/2020,Vietnam,VNM,95540395,163,0,20,10,0,0,143
28/3/2020,Brunei,BRN,428962,120,1,25,5,1,14,94
28/3/2020,Indonesia,IDN,267663435,1155,102,59,109,15,13,994
28/3/2020,Malaysia,MYS,31528585,2320,27,320,159,1,61,1973
28/3/2020,Philippines,PHL,106651922,1075,68,35,272,14,4,972
28/3/2020,Singapore,SGP,5638676,802,2,198,70,0,15,602
28/3/2020,Thailand,THA,69428524,1245,6,100,109,1,3,1139
28/3/2020,Vietnam,VNM,95540395,174,0,21,11,0,1,153
29/3/2020,Brunei,BRN,428962,126,1,34,6,0,9,91
29/3/2020,Cambodia,KHM,16249798,103,0,21,4,0,8,82
29/3/2020,Indonesia,IDN,267663435,1285,114,64,130,12,5,1107
29/3/2020,Malaysia,MYS,31528585,2470,35,388,150,8,68,2047
29/3/2020,Philippines,PHL,106651922,1418,71,42,343,3,7,1305
29/3/2020,Singapore,SGP,5638676,844,3,212,42,1,14,629
29/3/2020,Thailand,THA,69428524,1388,7,111,143,1,11,1270
29/3/2020,Vietnam,VNM,95540395,188,0,25,14,0,4,163
30/3/2020,Brunei,BRN,428962,127,1,38,1,0,4,88
30/3/2020,Cambodia,KHM,16249798,107,0,21,4,0,0,86
30/3/2020,Indonesia,IDN,267663435,1414,122,75,129,8,11,1217
30/3/2020,Malaysia,MYS,31528585,2626,37,479,156,2,91,2110
30/3/2020,Philippines,PHL,106651922,1546,78,42,128,7,0,1426
30/3/2020,Singapore,SGP,5638676,879,3,228,35,0,16,648
30/3/2020,Thailand,THA,69428524,1524,9,127,136,2,16,1388
30/3/2020,Vietnam,VNM,95540395,203,0,55,15,0,30,148
31/3/2020,Brunei,BRN,428962,129,1,45,2,0,7,83
31/3/2020,Cambodia,KHM,16249798,109,0,23,2,0,2,86
31/3/2020,Indonesia,IDN,267663435,1528,136,81,114,14,6,1311
31/3/2020,Malaysia,MYS,31528585,2766,43,537,140,6,58,2186
31/3/2020,Philippines,PHL,106651922,2084,88,49,538,10,7,1947
31/3/2020,Singapore,SGP,5638676,926,3,240,47,0,12,683
31/3/2020,Thailand,THA,69428524,1651,10,342,127,1,215,1299
31/3/2020,Vietnam,VNM,95540395,212,0,58,9,0,3,154
1/4/2020,Brunei,BRN,428962,131,1,52,2,0,7,78
1/4/2020,Cambodia,KHM,16249798,109,0,25,0,0,2,84
1/4/2020,Indonesia,IDN,267663435,1677,157,103,149,21,22,1417
1/4/2020,Malaysia,MYS,31528585,2908,45,645,142,2,108,2218
1/4/2020,Philippines,PHL,106651922,2311,96,50,227,8,1,2165
1/4/2020,Singapore,SGP,5638676,1000,3,245,74,0,5,752
1/4/2020,Thailand,THA,69428524,1771,12,416,120,2,74,1343
1/4/2020,Vietnam,VNM,95540395,218,0,63,6,0,5,155
2/4/2020,Brunei,BRN,428962,133,1,56,2,0,4,76
2/4/2020,Cambodia,KHM,16249798,110,0,34,1,0,9,76
2/4/2020,Indonesia,IDN,267663435,1790,170,112,113,13,9,1508
2/4/2020,Malaysia,MYS,31528585,3116,50,767,208,5,122,2299
2/4/2020,Philippines,PHL,106651922,2633,107,51,322,11,1,2475
2/4/2020,Singapore,SGP,5638676,1049,4,266,49,1,21,779
2/4/2020,Thailand,THA,69428524,1875,15,505,104,3,89,1355
2/4/2020,Vietnam,VNM,95540395,233,0,75,15,0,12,158
3/4/2020,Brunei,BRN,428962,134,1,65,1,0,9,68
3/4/2020,Cambodia,KHM,16249798,114,0,35,4,0,1,79
3/4/2020,Indonesia,IDN,267663435,1986,181,134,196,11,22,1671
3/4/2020,Malaysia,MYS,31528585,3333,53,827,217,3,60,2453
3/4/2020,Philippines,PHL,106651922,3018,136,52,385,29,1,2830
3/4/2020,Singapore,SGP,5638676,1114,5,282,65,1,16,827
3/4/2020,Thailand,THA,69428524,1978,19,581,103,4,76,1378
3/4/2020,Vietnam,VNM,95540395,237,0,85,4,0,10,152
4/4/2020,Brunei,BRN,428962,135,1,66,1,0,1,68
4/4/2020,Cambodia,KHM,16249798,114,0,50,0,0,15,64
4/4/2020,Indonesia,IDN,267663435,2092,191,150,106,10,16,1751
4/4/2020,Malaysia,MYS,31528585,3483,57,915,150,4,88,2511
4/4/2020,Philippines,PHL,106651922,3094,144,57,76,8,5,2893
4/4/2020,Singapore,SGP,5638676,1189,6,297,75,1,15,886
4/4/2020,Thailand,THA,69428524,2067,20,612,89,1,31,1435
4/4/2020,Vietnam,VNM,95540395,240,0,90,3,0,5,150
5/4/2020,Brunei,BRN,428962,135,1,73,0,0,7,61
5/4/2020,Cambodia,KHM,16249798,114,0,50,0,0,0,64
5/4/2020,Indonesia,IDN,267663435,2273,198,164,181,7,14,1911
5/4/2020,Malaysia,MYS,31528585,3662,61,1005,179,4,90,2596
5/4/2020,Philippines,PHL,106651922,3246,152,64,152,8,7,3030
5/4/2020,Singapore,SGP,5638676,1309,6,320,120,0,23,983
5/4/2020,Thailand,THA,69428524,2169,23,674,102,3,62,1472
5/4/2020,Vietnam,VNM,95540395,241,0,90,1,0,0,151
6/4/2020,Brunei,BRN,428962,135,1,82,0,0,9,52
6/4/2020,Cambodia,KHM,16249798,114,0,53,0,0,3,61
6/4/2020,Indonesia,IDN,267663435,2491,209,192,218,11,28,2090
6/4/2020,Malaysia,MYS,31528585,3793,62,1241,131,1,236,2490
6/4/2020,Philippines,PHL,106651922,3660,163,73,414,11,9,3424
6/4/2020,Singapore,SGP,5638676,1375,6,344,66,0,24,1025
6/4/2020,Thailand,THA,69428524,2220,26,793,51,3,119,1401
6/4/2020,Vietnam,VNM,95540395,245,0,95,4,0,5,150
7/4/2020,Brunei,BRN,428962,135,1,85,0,0,3,49
7/4/2020,Cambodia,KHM,16249798,115,0,58,1,0,5,57
7/4/2020,Indonesia,IDN,267663435,2738,221,204,247,12,12,2313
7/4/2020,Malaysia,MYS,31528585,3963,63,1321,170,1,80,2579
7/4/2020,Philippines,PHL,106651922,3764,177,84,104,14,11,3503
7/4/2020,Singapore,SGP,5638676,1481,6,377,106,0,33,1098
7/4/2020,Thailand,THA,69428524,2258,27,824,38,1,31,1407
7/4/2020,Vietnam,VNM,95540395,249,0,123,4,0,28,126
8/4/2020,Brunei,BRN,428962,135,1,91,0,0,6,43
8/4/2020,Cambodia,KHM,16249798,117,0,63,2,0,5,54
8/4/2020,Indonesia,IDN,267663435,2956,240,222,218,19,18,2494
8/4/2020,Malaysia,MYS,31528585,4119,65,1487,156,2,166,2567
8/4/2020,Philippines,PHL,106651922,3870,182,96,106,5,12,3592
8/4/2020,Singapore,SGP,5638676,1623,6,406,142,0,29,1211
8/4/2020,Thailand,THA,69428524,2369,30,888,111,3,64,1451
8/4/2020,Vietnam,VNM,95540395,251,0,126,2,0,3,125
9/4/2020,Brunei,BRN,428962,135,1,92,0,0,1,42
9/4/2020,Cambodia,KHM,16249798,119,0,62,2,0,-1,57
9/4/2020,Indonesia,IDN,267663435,3293,280,252,337,40,30,2761
9/4/2020,Malaysia,MYS,31528585,4228,67,1608,109,2,121,2553
9/4/2020,Philippines,PHL,106651922,4076,203,124,206,21,28,3749
9/4/2020,Singapore,SGP,5638676,1910,6,460,287,0,54,1444
9/4/2020,Thailand,THA,69428524,2423,32,940,54,2,52,1451
9/4/2020,Vietnam,VNM,95540395,255,0,128,4,0,2,127
10/4/2020,Brunei,BRN,428962,136,1,99,1,0,7,36
10/4/2020,Cambodia,KHM,16249798,119,0,72,0,0,10,47
10/4/2020,Indonesia,IDN,267663435,3512,306,282,219,26,30,2924
10/4/2020,Malaysia,MYS,31528585,4346,70,1830,118,3,222,2446
10/4/2020,Philippines,PHL,106651922,4195,221,140,119,18,16,3834
10/4/2020,Singapore,SGP,5638676,2108,7,492,198,1,32,1609
10/4/2020,Thailand,THA,69428524,2473,33,1013,50,1,73,1427
10/4/2020,Vietnam,VNM,95540395,257,0,144,2,0,16,113
11/4/2020,Brunei,BRN,428962,136,1,104,0,0,5,31
11/4/2020,Cambodia,KHM,16249798,120,0,75,1,0,3,45
11/4/2020,Indonesia,IDN,267663435,3842,327,286,330,21,4,3229
11/4/2020,Malaysia,MYS,31528585,4530,73,1995,184,3,165,2462
11/4/2020,Philippines,PHL,106651922,4428,247,157,233,26,17,4024
11/4/2020,Singapore,SGP,5638676,2299,8,528,191,1,36,1763
11/4/2020,Thailand,THA,69428524,2518,35,1135,45,2,122,1348
11/4/2020,Vietnam,VNM,95540395,258,0,144,1,0,0,114
12/4/2020,Brunei,BRN,428962,136,1,106,0,0,2,29
12/4/2020,Cambodia,KHM,16249798,122,0,77,2,0,2,45
12/4/2020,Indonesia,IDN,267663435,4241,373,359,399,46,73,3509
12/4/2020,Malaysia,MYS,31528585,4683,76,2108,153,3,113,2499
12/4/2020,Philippines,PHL,106651922,4648,297,197,220,50,40,4154
12/4/2020,Singapore,SGP,5638676,2532,8,560,233,0,32,1964
12/4/2020,Thailand,THA,69428524,2551,38,1218,33,3,83,1295
12/4/2020,Vietnam,VNM,95540395,262,0,144,4,0,0,118
13/4/2020,Brunei,BRN,428962,136,1,107,0,0,1,28
13/4/2020,Cambodia,KHM,16249798,122,0,77,0,0,0,45
13/4/2020,Indonesia,IDN,267663435,4557,399,380,316,26,21,3778
13/4/2020,Malaysia,MYS,31528585,4817,77,2276,134,1,168,2464
13/4/2020,Philippines,PHL,106651922,4932,315,242,284,18,45,4375
13/4/2020,Singapore,SGP,5638676,2918,9,586,386,1,26,2323
13/4/2020,Thailand,THA,69428524,2579,40,1288,28,2,70,1251
13/4/2020,Vietnam,VNM,95540395,265,0,146,3,0,2,119
14/4/2020,Brunei,BRN,428962,136,1,107,0,0,0,28
14/4/2020,Cambodia,KHM,16249798,122,0,91,0,0,14,31
14/4/2020,Indonesia,IDN,267663435,4839,459,426,282,60,46,3954
14/4/2020,Malaysia,MYS,31528585,4987,82,2478,170,5,202,2427
14/4/2020,Philippines,PHL,106651922,5223,335,295,291,20,53,4593
14/4/2020,Singapore,SGP,5638676,3252,10,611,334,1,25,2631
14/4/2020,Thailand,THA,69428524,2613,41,1405,34,1,117,1167
14/4/2020,Vietnam,VNM,95540395,266,0,169,1,0,23,97
15/4/2020,Brunei,BRN,428962,136,1,108,0,0,1,27
15/4/2020,Cambodia,KHM,16249798,122,0,96,0,0,5,26
15/4/2020,Indonesia,IDN,267663435,5136,469,446,297,10,20,4221
15/4/2020,Malaysia,MYS,31528585,5072,83,2647,85,1,169,2342
15/4/2020,Philippines,PHL,106651922,5453,349,353,230,14,58,4751
15/4/2020,Singapore,SGP,5638676,3699,10,652,447,0,41,3037
15/4/2020,Thailand,THA,69428524,2643,43,1497,30,2,92,1103
15/4/2020,Vietnam,VNM,95540395,267,0,171,1,0,2,96
16/4/2020,Brunei,BRN,428962,136,1,108,0,0,0,27
16/4/2020,Cambodia,KHM,16249798,122,0,98,0,0,2,24
16/4/2020,Indonesia,IDN,267663435,5516,496,548,380,27,102,4472
16/4/2020,Malaysia,MYS,31528585,5182,84,2766,110,1,119,2332
16/4/2020,Philippines,PHL,106651922,5660,362,435,207,13,82,4863
16/4/2020,Singapore,SGP,5638676,4427,10,683,728,0,31,3734
16/4/2020,Thailand,THA,69428524,2672,46,1593,29,3,96,1033
16/4/2020,Vietnam,VNM,95540395,268,0,177,1,0,6,91
17/4/2020,Brunei,BRN,428962,136,1,112,0,0,4,23
17/4/2020,Cambodia,KHM,16249798,122,0,98,0,0,0,24
17/4/2020,Indonesia,IDN,267663435,5923,520,607,407,24,59,4796
17/4/2020,Malaysia,MYS,31528585,5251,86,2967,69,2,201,2198
17/4/2020,Philippines,PHL,106651922,5878,387,487,218,25,52,5004
17/4/2020,Singapore,SGP,5638676,5050,11,708,623,1,25,4331
17/4/2020,Thailand,THA,69428524,2700,47,1689,28,1,96,964
17/4/2020,Vietnam,VNM,95540395,268,0,198,0,0,21,70
18/4/2020,Brunei,BRN,428962,137,1,113,1,0,1,23
18/4/2020,Cambodia,KHM,16249798,122,0,103,0,0,5,19
18/4/2020,Indonesia,IDN,267663435,6248,535,631,325,15,24,5082
18/4/2020,Malaysia,MYS,31528585,5305,88,3102,54,2,135,2115
18/4/2020,Philippines,PHL,106651922,6087,397,516,209,10,29,5174
18/4/2020,Singapore,SGP,5638676,5992,11,740,942,0,32,5241
18/4/2020,Thailand,THA,69428524,2733,47,1787,33,0,98,899
18/4/2020,Vietnam,VNM,95540395,268,0,201,0,0,3,67
19/4/2020,Brunei,BRN,428962,138,1,115,1,0,2,22
19/4/2020,Cambodia,KHM,16249798,122,0,105,0,0,2,17
19/4/2020,Indonesia,IDN,267663435,6575,582,686,327,47,55,5307
19/4/2020,Malaysia,MYS,31528585,5389,89,3197,84,1,95,2103
19/4/2020,Philippines,PHL,106651922,6259,409,572,172,12,56,5278
19/4/2020,Singapore,SGP,5638676,6588,11,768,596,0,28,5809
19/4/2020,Thailand,THA,69428524,2765,47,1928,32,0,141,790
19/4/2020,Vietnam,VNM,95540395,268,0,202,0,0,1,66
20/4/2020,Brunei,BRN,428962,138,1,116,0,0,1,21
20/4/2020,Cambodia,KHM,16249798,122,0,107,0,0,2,15
20/4/2020,Indonesia,IDN,267663435,6760,590,747,185,8,61,5423
20/4/2020,Malaysia,MYS,31528585,5425,89,3295,36,0,98,2041
20/4/2020,Philippines,PHL,106651922,6459,428,613,200,19,41,5418
20/4/2020,Singapore,SGP,5638676,8014,11,801,1426,0,33,7202
20/4/2020,Thailand,THA,69428524,2792,47,1999,27,0,71,746
20/4/2020,Vietnam,VNM,95540395,268,0,214,0,0,12,54
21/4/2020,Brunei,BRN,428962,138,1,116,0,0,0,21
21/4/2020,Cambodia,KHM,16249798,122,0,110,0,0,3,12
21/4/2020,Indonesia,IDN,267663435,7135,616,842,375,26,95,5677
21/4/2020,Malaysia,MYS,31528585,5482,92,3349,57,3,54,2041
21/4/2020,Philippines,PHL,106651922,6599,437,654,140,9,41,5508
21/4/2020,Singapore,SGP,5638676,9125,11,839,1111,0,38,8275
21/4/2020,Thailand,THA,69428524,2811,48,2108,19,1,109,655
21/4/2020,Vietnam,VNM,95540395,268,0,216,0,0,2,52
22/4/2020,Brunei,BRN,428962,138,1,117,0,0,1,20
22/4/2020,Cambodia,KHM,16249798,122,0,110,0,0,0,12
22/4/2020,Indonesia,IDN,267663435,7418,635,913,283,19,71,5870
22/4/2020,Malaysia,MYS,31528585,5532,93,3452,50,1,103,1987
22/4/2020,Philippines,PHL,106651922,6710,446,693,111,9,39,5571
22/4/2020,Singapore,SGP,5638676,10141,12,896,1016,1,57,9233
22/4/2020,Thailand,THA,69428524,2826,49,2352,15,1,244,425
22/4/2020,Vietnam,VNM,95540395,268,0,223,0,0,7,45
23/4/2020,Brunei,BRN,428962,138,1,119,0,0,2,18
23/4/2020,Cambodia,KHM,16249798,122,0,110,0,0,0,12
23/4/2020,Indonesia,IDN,267663435,7775,647,960,357,12,47,6168
23/4/2020,Malaysia,MYS,31528585,5603,95,3542,71,2,90,1966
23/4/2020,Philippines,PHL,106651922,6981,462,722,271,16,29,5797
23/4/2020,Singapore,SGP,5638676,11178,12,924,1037,0,28,10242
23/4/2020,Thailand,THA,69428524,2839,50,2430,13,1,78,359
23/4/2020,Vietnam,VNM,95540395,268,0,224,0,0,1,44
24/4/2020,Brunei,BRN,428962,138,1,120,0,0,1,17
24/4/2020,Cambodia,KHM,16249798,122,0,117,0,0,7,5
24/4/2020,Indonesia,IDN,267663435,8211,689,1002,436,42,42,6520
24/4/2020,Malaysia,MYS,31528585,5691,96,3663,88,1,121,1932
24/4/2020,Philippines,PHL,106651922,7192,477,762,211,15,40,5953
24/4/2020,Singapore,SGP,5638676,12075,12,956,897,0,32,11107
24/4/2020,Thailand,THA,69428524,2854,50,2490,15,0,60,314
24/4/2020,Vietnam,VNM,95540395,270,0,220,2,0,-4,50
25/4/2020,Brunei,BRN,428962,138,1,121,0,0,1,16
25/4/2020,Cambodia,KHM,16249798,122,0,117,0,0,0,5
25/4/2020,Indonesia,IDN,267663435,8607,720,1042,396,31,40,6845
25/4/2020,Malaysia,MYS,31528585,5742,98,3762,51,2,99,1882
25/4/2020,Philippines,PHL,106651922,7294,494,792,102,17,30,6008
25/4/2020,Singapore,SGP,5638676,12693,12,1002,618,0,46,11679
25/4/2020,Thailand,THA,69428524,2907,51,2547,53,1,57,309
25/4/2020,Vietnam,VNM,95540395,270,0,225,0,0,5,45
26/4/2020,Brunei,BRN,428962,138,1,123,0,0,2,14
26/4/2020,Cambodia,KHM,16249798,122,0,117,0,0,0,5
26/4/2020,Indonesia,IDN,267663435,8882,743,1107,275,23,65,7032
26/4/2020,Malaysia,MYS,31528585,5780,98,3862,38,0,100,1820
26/4/2020,Philippines,PHL,106651922,7579,501,862,285,7,70,6216
26/4/2020,Singapore,SGP,5638676,13624,12,1060,931,0,58,12552
26/4/2020,Thailand,THA,69428524,2922,51,2594,15,0,47,277
26/4/2020,Vietnam,VNM,95540395,270,0,225,0,0,0,45
27/4/2020,Brunei,BRN,428962,138,1,124,0,0,1,13
27/4/2020,Cambodia,KHM,16249798,122,0,119,0,0,2,3
27/4/2020,Indonesia,IDN,267663435,9096,765,1151,214,22,44,7180
27/4/2020,Malaysia,MYS,31528585,5820,99,3957,40,1,95,1764
27/4/2020,Philippines,PHL,106651922,7777,511,932,198,10,70,6334
27/4/2020,Singapore,SGP,5638676,14423,14,1095,799,2,35,13314
27/4/2020,Thailand,THA,69428524,2931,52,2609,9,1,15,270
27/4/2020,Vietnam,VNM,95540395,270,0,225,0,0,0,45
28/4/2020,Brunei,BRN,428962,138,1,124,0,0,0,13
28/4/2020,Cambodia,KHM,16249798,122,0,119,0,0,0,3
28/4/2020,Indonesia,IDN,267663435,9511,773,1254,415,8,103,7484
28/4/2020,Malaysia,MYS,31528585,5851,100,4032,31,1,75,1719
28/4/2020,Philippines,PHL,106651922,7958,530,975,181,19,43,6453
28/4/2020,Singapore,SGP,5638676,14951,14,1128,528,0,33,13809
28/4/2020,Thailand,THA,69428524,2938,54,2652,7,2,43,232
28/4/2020,Vietnam,VNM,95540395,270,0,222,0,0,-3,48
29/4/2020,Brunei,BRN,428962,138,1,124,0,0,0,13
29/4/2020,Cambodia,KHM,16249798,122,0,119,0,0,0,3
29/4/2020,Indonesia,IDN,267663435,9771,784,1391,260,11,137,7596
29/4/2020,Malaysia,MYS,31528585,5945,100,4087,94,0,55,1758
29/4/2020,Philippines,PHL,106651922,8212,558,1023,254,28,48,6631
29/4/2020,Singapore,SGP,5638676,15641,14,1188,690,0,60,14439
29/4/2020,Thailand,THA,69428524,2947,54,2665,9,0,13,228
29/4/2020,Vietnam,VNM,95540395,270,0,222,0,0,0,48
30/4/2020,Brunei,BRN,428962,138,1,124,0,0,0,13
30/4/2020,Cambodia,KHM,16249798,122,0,119,0,0,0,3
30/4/2020,Indonesia,IDN,267663435,10118,792,1522,347,8,131,7804
30/4/2020,Malaysia,MYS,31528585,6002,102,4171,57,2,84,1729
30/4/2020,Philippines,PHL,106651922,8488,568,1043,276,10,20,6877
30/4/2020,Singapore,SGP,5638676,16169,15,1244,528,1,56,14910
30/4/2020,Thailand,THA,69428524,2954,54,2687,7,0,22,213
30/4/2020,Vietnam,VNM,95540395,270,0,219,0,0,-3,51
1/5/2020,Brunei,BRN,428962,138,1,124,0,0,0,13
1/5/2020,Cambodia,KHM,16249798,122,0,120,0,0,1,2
1/5/2020,Indonesia,IDN,267663435,10551,800,1591,433,8,69,8160
1/5/2020,Malaysia,MYS,31528585,6071,103,4210,69,1,39,1758
1/5/2020,Philippines,PHL,106651922,8772,579,1084,284,11,41,7109
1/5/2020,Singapore,SGP,5638676,17101,16,1268,932,1,24,15817
1/5/2020,Thailand,THA,69428524,2960,54,2719,6,0,32,187
1/5/2020,Vietnam,VNM,95540395,270,0,219,0,0,0,51
2/5/2020,Brunei,BRN,428962,138,1,126,0,0,2,11
2/5/2020,Cambodia,KHM,16249798,122,0,120,0,0,0,2
2/5/2020,Indonesia,IDN,267663435,10843,831,1665,292,31,74,8347
2/5/2020,Malaysia,MYS,31528585,6176,103,4326,105,0,116,1747
2/5/2020,Philippines,PHL,106651922,8928,603,1124,156,24,40,7201
2/5/2020,Singapore,SGP,5638676,17548,17,1347,447,1,79,16184
2/5/2020,Thailand,THA,69428524,2966,54,2732,6,0,13,180
2/5/2020,Vietnam,VNM,95540395,270,0,219,0,0,0,51
3/5/2020,Brunei,BRN,428962,138,1,128,0,0,2,9
3/5/2020,Cambodia,KHM,16249798,122,0,120,0,0,0,2
3/5/2020,Indonesia,IDN,267663435,11192,845,1876,349,14,211,8471
3/5/2020,Malaysia,MYS,31528585,6298,105,4413,122,2,87,1780
3/5/2020,Philippines,PHL,106651922,9223,607,1214,295,4,90,7402
3/5/2020,Singapore,SGP,5638676,18205,18,1408,657,1,61,16779
3/5/2020,Thailand,THA,69428524,2969,54,2739,3,0,7,176
3/5/2020,Vietnam,VNM,95540395,271,0,219,1,0,0,52
4/5/2020,Brunei,BRN,428962,138,1,130,0,0,2,7
